Provider ID,Has Sync
af4fc889-fb38-47a1-88cc-a08dc479e4e1,False
0fece134-4aeb-404a-b2e7-57d5a4d4dfc4,True
be8acf43-daad-4e25-99fb-c167e9502bda,True
ee969314-0fee-473e-b0c4-da93690fc62b,False
680cde70-7816-49d5-a49d-c4a6544d4a07,False
2dabf814-1862-4467-a888-c67408fe9f3a,True
5b207d74-5564-4e3c-9fa6-9b753b547a97,True
d2a16055-51c1-4715-92d7-d7daafc4c074,False
eaf41fa5-f9b3-421f-b6bb-c939bdb4854b,True
c01dc19b-3ff3-45fa-8041-e7955aa952c7,False
dbf9105a-769a-459e-b88f-23a00a44fad4,True
4d064082-8e84-49c7-9ffa-efe2a2bdb074,False
53902411-fef2-46a2-980d-bee58b4e6c0b,True
71069c34-934b-41fd-896c-b6c6fa3573cd,False
bfbcb7f6-4547-41c8-b9a4-8e31183af320,True
49e0ffe6-fe03-402a-91ad-9b5fe3d21631,False
c2eac102-dd8a-4d0e-afde-b32d7dab57d1,True
6419d4a9-f4e8-4ae5-916d-cb6c4c8a3b08,True
7a7846dd-cf8e-49ce-a66a-c6adf5f68a1f,True
fa96e0cb-3d67-4da3-baf4-407fad49071d,False
d36777ef-ab2b-4b09-b321-20d8aed2c91e,True
1d5f5a4b-063f-4802-8aad-6aa3166fd008,False
d88b94db-8eb6-4f1a-ac10-18b0b772b8c3,True
e19b8a6f-9c0c-4c27-84c3-25a209106a7f,False
4a04dd17-d3e2-4bbd-b13e-e4b4eb02040e,True
de098bc5-7397-45ec-815f-1e264091fcb7,True
6500d112-6ad2-414f-9e83-04d5edc16623,True
f1663968-76e6-4b88-bf18-ba3d3b39f62a,True
2c837da0-c03f-4a70-aaf1-b0bd8a6f6576,True
3eb8560a-130f-4adb-b027-13d9619892c3,False
fd618edc-a570-4eae-8875-100fd85cacea,True
d7822644-f590-4860-b794-44c655c93bc1,False
eb9a7777-f821-4549-9c1f-a932a3612743,False
5d07428e-d380-4756-a1ab-087870f89a51,False
ec255cb3-6e29-4cf1-b526-f2b5149ccbce,False
5ff61dff-8067-463d-9eb5-51c9cd2da7a7,False
ccafa193-3498-43c6-96ed-6fbaaeb20361,True
a1ac103d-a9f0-4a4b-89f7-554846a30787,False
d1e38104-f528-4b15-807f-a93204210195,True
4deef0cf-11e4-4fbd-ad1b-132f66d99fb6,False
fb0085a7-5010-45f2-ac64-c85ee8f2e8a0,False
a2004a19-9a1d-423a-93f0-ff51587d8bc5,True
61a063f9-170b-4f01-8b9b-5d5160d26a38,False
a1bd74fd-8de9-496d-8b01-de8ff109acbb,True
273c159a-a690-4da1-89a6-2a563438be5f,True
e9368a60-07a1-4117-94fe-2418ee5ed8c6,False
ed44ad35-bd9c-4710-b598-7702c5c8b1b7,True
a3feb759-8d91-4f61-bfb7-61cd7c94b5d0,True
a24e5615-51c3-4f92-8d77-9b857234b482,False
94ae5fca-c6cb-431f-8902-135f7967cddc,False
bd0e531a-d8d2-40df-adc3-bf933a37faa7,False
23285b71-3f6f-4cbf-a493-dc1088b970cb,True
1d5a303a-a5a3-424c-b190-9ccfae578496,True
81bf2d3b-ce51-420c-a32a-8a101cc1c24a,True
8c0d238b-cc99-46bb-8b75-0e6f6481f9a0,True
3ec9810a-c7a7-42b3-b328-262e10923b12,True
aa41b6aa-e47d-4904-888b-19bdac0ce32c,False
6802cddd-42ef-41c5-902f-24e95e48073e,False
23a17248-a0e5-4546-b187-4edd55b34d62,True
cf7e3e9c-3e91-413a-aed5-d418af1ac310,True
11dd283b-15ea-403b-b4b6-6f6a7104accc,False
d5a3cb70-2792-47c2-a9fa-0093c33c5061,True
124899d1-b4b9-4450-8b32-b85dc7628708,True
37c390b2-e517-41f1-93a0-7fcba496dded,True
7613e841-da7b-4cc0-93ad-f5227dfc8587,False
0e97ea97-7ca6-4fd3-8fa7-de34b85f470f,False
136b6f5e-3897-42fa-888f-cd1ade135756,False
