Provider ID,Has Sync
1fa5a04e-7046-4825-a3b4-7c450ca30d61,True
d7cf794b-690b-4ea8-8b94-b5e161003cdd,True
260601a7-84cf-4326-992a-e45442a7b0e7,True
483937c6-ebef-4431-b78d-7ac24cd73d45,True
4edfde0f-32c4-4b47-bd22-867c7ed353d8,True
010f6228-f3d6-4645-9187-79e170e95deb,True
899fd515-ddf5-48e3-b67e-134d8a4c7c4b,True
2cc7291b-7468-4862-ab64-43dcc6e6345e,False
a2ac89da-7b8f-4e58-87c4-cb66a76b5f17,True
60d58628-3903-4ce3-9291-e58dfa615e2a,True
530b6b59-4859-4011-956e-d5f2c7cb8447,False
928a9c4c-2505-4692-be4d-e85268e2ba28,True
5a31ab40-3a2c-43b1-b3ed-fee8c0fd63ed,True
45c44fec-e8d3-4d23-acd5-bb9249212c12,True
39a2a73b-ec59-4699-8413-2cab00367c46,False
edbe03c3-eb75-4f63-a8ad-a432ba00de03,True
ae0ef2a2-4d7e-48a5-9c28-cec3c94827e3,True
f6a0c96c-9973-4b46-8e74-3aa28b3fb14c,True
98434fa0-c68b-41da-b60e-7fd2dbd5d4a3,True
cf112d7f-4034-46c2-9222-1529963a8e56,True
549b228e-cb7a-4fc3-9261-9a9a227de3e0,True
9b2e6c3c-3c16-4ecf-aaa4-5ae4ef782ea3,True
8343ca3f-551c-4d0a-955e-2f9078b2c57c,True
cc9d278f-3606-4ee4-860c-3f8c56ecc251,True
9db4615b-11a5-45bf-8c88-3839589181fc,True
f7b31e72-893d-475d-90e0-774fc76c5586,True
a88dd439-078d-47bb-ba0b-e6ed92e33062,True
bb221b20-0182-4b63-acb4-320fef312076,True
1080f330-9407-402c-9cef-f460ae9ed180,True
c81d3bed-71ad-45df-a837-b14998732246,True
759f5df3-89ac-4e91-b037-2b504e436080,True
a66ee86a-a7f7-4c79-b47c-3feec6d1ba98,True
33c6ad81-1405-4d55-b832-cb4c071755d6,True
a307102e-5056-4dd1-bbe8-99193ae6f420,True
ab7730d2-91ef-4af3-a187-1d90bfb0121f,True
117fd4c4-ec77-43ef-9a1e-279ba9e4b31e,False
4f8c1d53-cd08-400d-b5c9-c598c0a7b65c,True
4342449d-9bc0-49df-9800-2d6e803c1d9d,True
7ac5b896-9e5c-4b03-80bd-be769f7203dc,True
a01f3754-5eb0-4e00-8785-6196b74d8039,True
4bc17d6e-b24b-4ba5-8fba-54c8fd302eaf,True
92d2ab21-92c4-46e3-b7dc-290537314cf8,True
bc63c35e-1d43-4da6-a7db-2193fb69654d,True
01af94b6-ac1a-4daf-9d7e-7812dea3489b,True
5d11888b-1fb2-4110-b9ee-8890483fbcab,True
29e289a1-9e2b-4a9c-8e8c-7f0e9cef96e7,True
93152ad9-b06d-4961-b1cf-79a2f17d72a3,True
c8591638-f643-4243-9786-fda74904fc52,True
9708f015-3640-4f72-8360-a112316cb742,False
4243466b-fa10-4af8-bc09-f583deac3ed4,True
