Provider ID,Has Sync
e6ede8cb-9732-4bc4-be56-b9712294eb1d,True
8ca3a66e-0546-4f20-a274-62969b6e68ac,True
bc2b5fc6-e1eb-4520-80d2-1712a0cf1900,True
017d9d49-9c4f-4ab0-a28d-d2ad81e2b45f,True
8667e221-0c3a-422e-a425-7d254d424c79,True
a87801b9-f49f-4ac8-975e-3be271c66cec,True
4ae42802-f9af-4d9e-ba01-21a419d2e704,True
b34047af-a2b8-4bed-b399-949751e38b00,True
cff3cd96-1207-43fc-8886-7bc7217a7404,True
f83dbefa-bcb9-4713-9c87-33eb3432416b,True
4a3e095e-5348-4f50-86b5-4f95fc2235f3,True
d8271466-f576-4e89-971f-3081f2ff2394,True
bc4089cf-c6d7-4162-bb6f-eca91908f346,True
60502c67-7e49-4ecc-bc3c-057a83dca952,True
557b5811-cba1-4dd6-a49b-37dbfe400825,True
aad7a7c4-2f57-48ad-a1ea-434a73a0eaca,False
f56bfdd8-1d80-4581-9c6f-d4aa1aafbf9c,True
fb1bda72-6ce5-4358-a9d8-118c17654150,True
7168e375-0211-4753-860a-b270549635c8,True
d30c590b-3903-451d-9c46-a99f347547bf,True
d25ebec8-93ee-4909-a3e3-76447a856951,True
e64c6bf1-b4b8-41c6-9087-fc52b4d30e87,True
be3b6ca7-a756-4622-bd8a-03900879b73c,False
4bfec173-73bf-4232-9a03-e575d5e54ad2,True
031b4344-967f-4ed1-9202-ac6942df6295,True
89372c18-dd11-4f71-9004-a62a99b962ff,True
db8980b0-dec1-4073-b0b2-f1cacf9d47e8,True
c71af8e8-3a69-46da-a9fd-a4418b11bb4b,False
71b0697e-d5db-47a8-b4f8-91d3900e5919,True
6962809b-01f9-4e9f-954d-3f8a9084bf37,True
b27b43e5-39eb-43f3-8822-e52b9aa5c03a,True
ac2aeb62-e934-4dd3-9547-91c598d4d988,True
cf840492-bc98-4d75-aec1-92fc0e628939,True
c9e4a832-171f-441c-aa4c-070ff7d56386,True
9ef1b222-35e7-476e-9475-7a643e7fa999,True
81d98f7b-91e1-4fce-935d-6af5e9af7a87,True
f1ad4eeb-3826-4bc7-8e78-a974b6e48ea7,True
698ab828-0adc-4055-a478-b489865bef44,True
8a49f0b6-8aa8-440b-9901-fcf49a97b883,False
ad9732bf-305c-4184-8444-25ce6082cee6,True
1af2cf38-0de9-4dcf-bc0b-092ecc213e3b,True
49c88492-eecb-4e04-ad3c-eb2d2f4a8f4f,True
d36f40d5-0b1e-41ef-a249-12864431b264,True
a251d8c6-a032-4746-b083-f286415bd855,True
68c64f18-8f23-437f-a3b6-4a7b72eecf15,True
bc9ab067-030d-435b-9623-139f3b5bc6c6,True
0c87b84a-773f-474f-a579-4c7e4c05b8d2,True
13703cd5-afde-4585-a048-d93ff23d0d11,True
7e2f9c61-ccd7-4389-940f-219c45cc63b9,True
6f51b326-4225-424e-a1e8-36d3c4a3e006,True
