Provider ID,Has Sync
59d3a336-5514-49e8-a1c9-05563b830ed8,True
5d31811a-09a4-429b-a861-6ca2503fb3ba,False
384e2ff4-493b-4249-8271-87782d21b7df,False
1f6377bd-0d51-40ec-ba61-3d448c91d20e,False
af06b482-4530-448d-8d65-6ce9a64c34b0,True
ab1afa59-a7f9-4811-b5db-46436208a07d,True
85a00542-7ec8-4c3f-8378-f1aeabd2fc71,True
7c84b419-4849-450a-9e6b-a1d23f4525d0,True
1a32a12b-697f-4737-b42c-5cc99c8880a8,True
fa2071ab-abd9-42c8-aed1-bcb5eca025d2,True
72acc6c1-c854-4baf-85b0-c4a22a481395,True
1706d390-cc0f-42c4-93f1-2ff9bf8b5ab8,False
47c011db-1a41-4074-9ebf-eba147aae1cc,False
d3a7fcef-aeec-434d-ab5f-57f6fe4da3be,False
188bd102-2f27-45ee-ba53-60b0b41ddac4,False
d94a4a96-13d1-40f3-a679-be618bc1c555,False
fa0dca0d-313f-44f6-8cc1-cef72f5563a2,False
e21df341-992c-4ea4-b294-9beb822d66d5,False
821cd073-5818-4ba3-8321-362b0140888e,True
549dd229-27d5-4a4e-90de-bd45abed7111,False
fe23fad4-2e4d-427f-9cf4-57e0155efe60,False
f6b2092d-72cf-4136-aba7-6dcba8df0fbf,True
66714727-9b16-4937-8db3-05a5309b80bb,False
e8425a9f-e47d-4ffc-85c0-56b053f1af1f,False
3694e37b-8dc4-43d2-9f26-ea946420a55a,False
1bf36485-c5a8-48a1-b53c-f24dd145e647,False
e19abb19-0687-4dc7-9d5c-b372cde9e417,False
ab9339de-e92b-46ca-8f51-02890de1892e,False
f15adcb1-ac3c-43d6-a0ee-818d3559250f,False
a12e55b1-27e6-4901-b5b7-61ab930bb661,True
e6a308fc-11c9-4c23-9484-c5adcf4fe650,False
f8646fff-f8be-41c9-9754-7a30c023cb5d,True
a2438c79-f332-4d11-a676-d00956f5554e,False
16b7cc9c-0231-4bd7-992e-effd696aa803,False
a40143d6-3a5e-4a73-8fae-4303ded1fd0e,False
ab186549-2044-4c6f-a4f6-90dfb447ff16,False
9f20a48d-b60b-42c4-8901-8878ea4056fa,False
b6b71c2b-5181-41e6-8b91-8f4ff29ffda1,False
81bf774d-5fb8-4359-9d06-84ba540bd664,True
276f608d-8562-41bf-9e29-97d9e8cff55c,True
0dff67ab-fa08-4995-9c47-44bfdfdde6c5,False
0b48134e-9769-4ff2-90af-22faa86459f3,True
9a95114c-c53a-4336-9da0-24a887a6e310,False
03132793-d9ec-4138-9432-4af8bba8c3be,False
b2440052-bef2-42b6-a53e-e4fc6b640d3c,False
0141e4c3-93ff-40a3-bbf6-ab068e29ba0d,False
