Provider ID,Has Sync
1614d162-efec-4fb7-b25d-2ca58326c50b,False
2b546c0c-38dc-44cc-80ce-a2c6eddfddeb,True
19142bb2-7683-4225-9c73-35805be566ef,False
2ad7ce2a-3717-4d86-b51f-e8876f8fbb55,False
00620cb2-a884-4811-bcc0-89b9adebb30f,True
65d942ac-7947-4a96-aaf2-0141f0e8aa33,True
c612934f-2e5b-492b-91da-c206b87b0bce,False
9022469f-5262-4348-9949-83888e24115b,False
b22bb23a-6cb4-4520-bd56-1953760691ec,True
8626654b-f819-4fe9-bbd3-03e5edf7893f,True
fa812b53-2266-4799-8a86-016871d0e64c,False
45083c3b-31ee-4f75-9c23-279cdffcd62b,True
4c012c47-7491-4c11-8010-8e39c7722cd6,False
482fbc44-0908-41a1-ba05-5d4f2bb5785a,False
7cc8be6c-011f-4251-88c4-f244af865507,False
eac769ba-39c4-4b83-b684-1c0c04e10bee,False
a4e0dfeb-1751-4857-8f0d-e04320dbb476,False
a3397091-8c25-4747-b31f-407d97c8875c,True
7eac5de1-9232-40d1-a5cd-93ef36d02502,False
4e124832-b3f2-4aab-a06f-dfb84a3373d2,False
5989adc9-bc9e-489d-af04-fac5aae588cf,False
1c26b285-a8fc-44c3-9df9-de7184850425,False
b6cc566d-e4f5-41ea-b728-74a54470e409,False
e3975edd-d39d-4bb0-8199-cdf2be3a21b4,False
bf25702b-c69f-4f94-8310-88d80af45d49,True
93f5824d-cd4d-40ec-b776-cd9110255854,False
d860e706-3205-41b7-a327-9f473f8e617d,True
4db07156-f08f-4796-bb44-240a79367740,False
fd9d927a-d37a-4551-a758-eab63e38e150,False
a57425e7-bf31-42bb-ae6b-8f9064ca4c08,False
f6972b38-6fa7-41e1-afd4-a57435ad93df,False
ce972b88-de51-49c6-8af4-7e9cb93b4a9e,False
ebeb5ffc-14e1-4490-9720-e16a5f432792,False
512f3a75-8203-404f-90b2-f78592fe806b,True
c2c18cba-3e9b-48ae-b7b9-e8c67904ab83,False
9e315dd8-9ffa-4da2-95d0-e27c49c60570,False
8340cbb1-92c3-4c38-b0c1-a716597904cc,False
e45904f5-0fbf-4bf3-900f-75910ae38ef6,False
d88b96d9-d7e4-4f40-aba5-247943f4b014,False
6671ba86-5bfa-448d-a7a5-98c8560cdae1,False
39341a0a-5219-48d6-a977-66a53a2c2a14,False
2bf94d5f-d1c1-47d7-b34e-153e9c009079,False
c0390073-7050-4f2a-83f4-0d9b36b3762f,False
97c4e6b1-bebd-4cd5-9d43-0fdf550207d0,False
f9f036a4-d7cb-4eab-8d75-f728ead84b93,False
bd699e08-f32b-4549-bcb0-85c25efbc572,False
a541375c-a136-44cf-ac2a-d2a0f39c748a,False
f5165d10-4a34-495d-a90f-39e2a0a7e05a,True
b4706567-8684-43e6-88ef-8598de154caf,False
ac240bd0-12cf-4c98-a1c6-db41dc634d39,False
1322853b-a5bc-45b5-8643-50208db00bee,False
ccc30364-485a-4d11-9648-592143b4fe1f,False
a0adb7e5-d62d-4406-a6d5-70223b172ff7,True
e3076996-7aff-4cde-b29e-1761a504335a,False
97e38687-1e4c-4290-b33d-4526b43be6e1,False
ee1421a9-aeac-43cd-a595-c6f26439abf8,False
528f6705-ba2c-4b9b-86a2-9b45fad76ad5,False
2de8cc20-5dc8-4c31-bea0-a666d8b8fdea,False
60d912c6-8172-4b76-a8fe-03de6816edb8,False
05cacf60-bbf5-4827-85d6-09f30ba7d90e,True
e022cb20-9d27-42dd-a614-abfc20da06ab,False
f0abe185-1994-469e-af77-8aa48e22ca68,False
