Provider ID,Has Sync
3963ae94-8831-4d97-93ba-df809c31dc6c,True
975e3afe-6fa7-448d-be6f-c5e67c41b487,False
b82df67b-73a5-42e1-be57-ce9e83e85f29,False
4ad270de-c355-42b3-96e3-517ba5c8df32,False
371c80ab-89ab-4d12-b4dd-b4a86b2180c7,False
9a21e98f-1ce8-4586-ac68-c5761d542f8a,False
17ed3d6f-a2cc-4950-b508-91335fdc74f4,False
88f12705-b003-471a-a557-cfd556681a0a,False
498c066b-b206-4990-bcd0-9e53ac3e02e8,False
656cc077-2598-4b5a-93d6-86798ee45956,False
99efcbcd-f436-405e-ac08-470352fb4a5f,True
053ca699-d6d4-4d2f-a9d9-1a24c6711640,True
2668b7a5-8dc2-44c2-8e1e-266adf66a54c,False
7b941506-38c9-4950-acd6-d9a168824ce9,False
a783b579-4e60-4dbb-bc68-ccb6d636c3f1,False
77ec4a98-22e9-40a3-bd4b-9db440d01587,False
14a538e0-de96-496c-9c08-6dc68bcfca60,True
d2197b3b-eb0e-4c7b-92f9-4301b4ae8221,False
a5c8e56f-57a6-4b30-9a25-367b7e8208e5,False
32cd1d85-1ecc-4310-8636-796edc00d50e,False
3b7b0202-4367-4b21-a90c-43b35ec08b93,False
5ccb88ac-5eb9-446f-a9d5-2e14671bf6e5,False
c6096391-e91b-406b-bbfd-9756aa576de9,False
72211e52-4c94-4a47-a17d-1d18af6b70fa,False
d1d24913-bd72-4d7f-ad23-0715b19ac8ff,False
c220596a-a0a6-49b2-94c3-ecc95cd5519d,False
f2495929-b22c-45d8-9136-57eec2378ac0,False
481d3cc1-3c79-4cbb-a9e5-7d94ab7d14ea,True
522ba745-0d69-437a-a73c-717e29215a94,False
9f72c98b-4968-467d-ae9d-a476c74345b6,False
9f9026cc-4daa-4f09-a31c-eb5186c7ff50,False
dbf97169-f0ac-41e5-b6e2-637e0195d75f,True
b5fc5e2e-c509-4bbb-9380-c1d6bc17d02e,False
b084664c-8501-411a-a476-bcaabc175ab7,False
cf84bea1-0fa1-48b8-8179-12803684f271,False
c300257d-c9cd-46ac-a6f9-42f4465b2bec,False
ec4209d8-2d48-4030-9a68-c1a8c3bc44a9,False
25ec03c6-bfa8-46aa-b835-f16e583ee630,False
46090073-5f93-4169-8b2b-596a08f053c8,False
1fc4b8b5-a732-4da6-aca4-a91e360678fa,False
50037890-b8ca-4fb0-86a9-0eaae85c91ab,False
1e227962-8ec4-4748-a863-1d70fbe95c5a,False
5154bfb8-5570-4eca-b0a3-6cfb148b3f2c,True
ca30f467-73b4-45b3-94a0-b0f0379546fc,False
04d09acb-3bd9-4a61-b2bb-f665b8e70cd9,False
48e1c6d3-3f32-4871-9d91-4e85f7ec0539,True
90114604-fc49-442a-bb4b-9de25a3b127f,False
d08a5fd0-049a-46fb-acf7-7788568c9d08,False
12d9ce5b-581c-4b82-a5da-7a4e339d26b3,True
b4585007-09ba-47a0-982a-24c4f02f5c78,False
9f90b8f7-d1f2-4d5f-8c57-51a4683cbae1,False
9d1b7fa3-f882-4c53-ba2f-f60a7db33045,True
dd2a29ba-d0fd-4ecc-afb7-7ee07b1dce05,False
f6f52fcc-0748-4a70-a987-59e18733e353,False
83c1e98e-7179-4ad6-9676-7ab4966f48a2,True
d056adfb-6285-4dd1-b267-06625fff90d3,False
