Provider ID,Has Sync
1f33ecc1-00af-41ea-88e8-6120e8571237,False
db9b57f9-ff80-4df4-be65-d5821f977f12,True
d7481066-5205-4f94-b0d2-40c15522d31d,True
0a1dba7e-59ef-4125-8059-5c8d130758e5,True
4b4c69cf-5d9f-4030-8dc4-08e9767725b9,True
c3c49b81-ea51-4326-bc6e-3e437ad9e4da,False
7d8d0133-693a-4786-aa38-6832082535a1,False
055cb147-41d8-45e8-b2da-f2e6fe385317,False
19c20ef3-3de8-4c4e-bd16-b2f748f48bc9,True
374aca73-b7ed-4467-ac9e-d076ddc400d7,True
2e32e4e2-821c-48a3-9267-c6d8d8aa813f,False
0267f323-0e11-4353-bce7-b888aee76e21,True
b8854363-ab3d-4d61-b0ff-b5a0db8c5b17,False
c42e7c9d-5fab-42b2-aba4-0ec533faa23c,True
2e37b036-2275-4ed0-a5e2-f91222f37715,False
9e538fb5-92c7-4915-8c2b-c7ed429a45dd,True
29c679c1-ef87-4381-95c5-b6c32de0e257,True
b9cfa53b-346e-4b8d-acf3-fa3a0ade3358,False
c6c1b6c0-8dd2-41f8-acaf-0c82cc8ce1a5,True
48ef5dad-b023-4f99-8a3e-8e7a635a1b75,True
a643e399-1ef3-429d-9bbd-0a32cbe04e2a,True
39098e67-c1ea-4f93-9cab-a4ba95a8a46e,False
63a0b2f1-f267-4436-b35a-5c4905e1b291,False
ed6c5c35-351b-433b-b801-f84c9d6064d9,False
838b08f5-3b7c-4fd8-9816-cd2855d70f1e,False
96e04f52-cc24-4898-84a8-dc1b8b1ef14a,False
505f1f8e-ea8a-4a5c-ac76-264b276f89d9,True
f29b324d-a9ea-47ad-9d91-254fe1e9f655,True
4b429c1a-539f-4d3f-ad83-021dada98c3a,True
dec06ed0-3f8e-4318-8489-90a1fbea97aa,False
319d6230-fe59-4f81-8320-991166b528e9,False
42b6a6b2-3de2-4e1f-8274-82be7cd73104,False
249d1ecc-c56d-46ae-afff-c6b703a0bca9,True
f0ac5460-47e6-4de7-8c4f-b17937122bf7,False
30f524e6-27ee-4cc2-bcdb-a2272b460f2e,False
